id,label,definition,synonyms,xrefs
DOID:4281,,A basal cell carcinoma characterized by intermediate typology between basal cell carcinoma and squamous cell carcinoma.,"{'val': 'Basosquamous carcinoma of skin', 'pred': 'EXACT', 'xrefs': []}, {'val': 'skin metatypical basal cell carcinoma', 'pred': 'EXACT', 'xrefs': []}, {'val': 'skin Metatypical carcinoma', 'pred': 'EXACT', 'xrefs': []}",
DOID:4282,,A basal cell carcinoma characterized by brown or black pigmentation.,"{'val': 'skin pigmented basal cell carcinoma', 'pred': 'EXACT', 'xrefs': []}",
DOID:4283,,A basal cell carcinoma that is located_in the anal margin.,"{'val': 'basal cell carcinoma of anal margin', 'pred': 'RELATED', 'xrefs': []}, {'val': 'Basal cell carcinoma of Perianal skin', 'pred': 'EXACT', 'xrefs': []}","ICD10CM:C44.510, NCI:C7473, UMLS_CUI:C1332269"
DOID:4284,,An anal carcinoma that has_material_basis_in abnormally proliferating cells derives_from epithelial cells and is located_in the anal margin (where the canal meets the outside skin at the anus).,"{'val': 'carcinoma of anal margin', 'pred': 'RELATED', 'xrefs': []}, {'val': 'Perianal skin carcinoma', 'pred': 'EXACT', 'xrefs': []}","NCI:C7472, SNOMEDCT_US_2023_03_01:255084004, UMLS_CUI:C0349534"
DOID:4286,,A basal cell carcinoma that is characterized by sebaceous differentiation and located in the skin.,"{'val': 'sebaceous basal cell carcinoma', 'pred': 'EXACT', 'xrefs': []}, {'val': 'skin basosebaceous basal cell carcinoma', 'pred': 'EXACT', 'xrefs': []}",NCI:C4346
DOID:4288,,An external ear cancer that has_material_basis_in abnormally proliferating cells derives_from epithelial cells.,"{'val': 'carcinoma of external ear', 'pred': 'RELATED', 'xrefs': []}, {'val': 'carcinoma of the External ear', 'pred': 'EXACT', 'xrefs': []}","NCI:C6081, UMLS_CUI:C1333492"
DOID:4289,,A basal cell carcinoma characterized by solid tumor nodules.,"{'val': 'skin micronodular basal cell carcinoma', 'pred': 'EXACT', 'xrefs': []}",
DOID:429,,"A female reproductive system disease that is characterized by the occlusion of some part of the female genital tract, especially occlusion of the vagina.",,"MESH:D006175, NCI:C84743, UMLS_CUI:C0018414"
DOID:4294,,A basal cell carcinoma that is characterized by the presence of thin strands of basaloid cells forming a reticulate pattern.,"{'val': 'skin adenoid basal cell carcinoma', 'pred': 'EXACT', 'xrefs': []}",NCI:C27535
DOID:4295,,A basal cell carcinoma that is characterized by follicular differentiation.,"{'val': 'follicular (pilar) basal cell carcinoma', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Skin Follicular Basal Cell Carcinoma', 'pred': 'EXACT', 'xrefs': []}",NCI:C27538
DOID:4297,,"A congenital heart disease that is characterized by partial or entire anomalous curved venous drainage of the right lung to the inferior vena cava, association with variable right lung and pulmonary artery hypoplasia, dextraposition of the heart and an anomalous systemic blood supply to the ipsilateral lung.","{'val': 'congenital venolobar syndrome', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Halasz syndrome', 'pred': 'EXACT', 'xrefs': []}, {'val': 'hypogenetic lung syndrome', 'pred': 'EXACT', 'xrefs': []}, {'val': 'mirror-image lung syndrome', 'pred': 'EXACT', 'xrefs': []}, {'val': 'pulmonary venolobar syndrome', 'pred': 'EXACT', 'xrefs': []}, {'val': 'total anomalous pulmonary venous return', 'pred': 'EXACT', 'xrefs': []}, {'val': 'vena cava bronchovascular syndrome', 'pred': 'EXACT', 'xrefs': []}","ICD10CM:Q26.8, MESH:D012587, MIM:106700, NCI:C85056, ORDO:185, SNOMEDCT_US_2023_03_01:39905002, UMLS_CUI:C0036400"
DOID:4299,,"A basal cell carcinoma that is characterized by the formation of thin, small clusters in an infiltrative growth pattern.","{'val': 'skin infiltrating basal cell carcinoma', 'pred': 'EXACT', 'xrefs': []}",
DOID:4301,,A vulva carcinoma that has_material_basis_in basal cells.,"{'val': 'basal cell carcinoma of the vulva', 'pred': 'RELATED', 'xrefs': []}, {'val': 'Basal cell carcinoma of Vulva', 'pred': 'EXACT', 'xrefs': []}","NCI:C6381, SNOMEDCT_US_2023_03_01:717731002, UMLS_CUI:C1336977"
DOID:4302,,A nodular basal cell carcinoma that is characterized by a homogenous blue/black area.,"{'val': 'skin cystic basal cell carcinoma', 'pred': 'EXACT', 'xrefs': []}",
DOID:4305,,A benign giant cell tumor that results_in the presence of multinucleated giant cells.,"{'val': 'bone giant cell tumour', 'pred': 'EXACT', 'xrefs': []}, {'val': 'giant cell myeloma', 'pred': 'RELATED', 'xrefs': []}, {'val': 'Giant cell neoplasm of bone', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Giant cell tumor of bone', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Giant cell tumour of bone', 'pred': 'EXACT', 'xrefs': []}, {'val': 'osteoclastoma', 'pred': 'RELATED', 'xrefs': []}","MESH:D018212, NCI:C121932, SNOMEDCT_US_2023_03_01:697970009, UMLS_CUI:C0206638"
DOID:4306,,"A peripheral nervous system disease that is characterized by the pinching of a nerve root in the spine and has symptoms of pain, weakness, numbness and tingling.","{'val': 'pinched nerve', 'pred': 'EXACT', 'xrefs': []}","ICD10CM:M54.1, MESH:D011843, SNOMEDCT_US_2023_03_01:394640000, UMLS_CUI:C0700594"
DOID:4307,,A radiculopathy that is present in more than one nerve.,,"MESH:D011128, NCI:C34934, SNOMEDCT_US_2023_03_01:75572007, UMLS_CUI:C0032586"
DOID:4308,,A peripheral nervous system disease that is characterized by the co-occurance of polyneuropahty and polyradicuopathy and is located in both the spinal nerve roots and the peripheral nerves.,,"MESH:D011129, SNOMEDCT_US_2023_03_01:128078004, UMLS_CUI:C0032587"
DOID:4313,,"An acquired epidermolysis bullosa that is characterized by formation of recurrent blisters secondary to minor trauma in the skin and mucosa, and has_material_basis_in the development of autoantibodies to type VII collagen.","{'val': 'acquired epidermolysis bullosa', 'pred': 'EXACT', 'xrefs': []}","ICD10CM:L12.3, MESH:D016107, NCI:C84690, SNOMEDCT_US_2023_03_01:2772003, UMLS_CUI:C0079293"
DOID:4320,,A choriocarcicoma that develops in the absence of a preceding gestational event.,,"MESH:D031954, UMLS_CUI:C1135873"
DOID:4325,,"A viral infectious disease that is a hemorrhagic fever, has_material_basis_in Bundibugyo virus (Orthoebolavirus bundibugyoense), Sudan ebolavirus (Orthoebolavirus sudanense), Tai Forest ebolavirus (Orthoebolavirus taiense), or Zaire ebolavirus (Orthoebolavirus zairense), which are transmitted_by contact with the body fluids of an infected animal or person, transmitted by contaminated fomites, or transmitted by infected medical equipment. The infection has_symptom fever, has_symptom headache, has_symptom joint pain, has_symptom muscle aches, has_symptom sore throat, has_symptom weakness, has_symptom diarrhea, has_symptom vomiting, has_symptom stomach pain, has_symptom rash, has_symptom red eyes, has_symptom hiccups, and has_symptom internal and external bleeding.","{'val': 'Ebola', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Ebola disease', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Ebola hemorrhagic fever', 'pred': 'EXACT', 'xrefs': []}","GARD:2035, ICD10CM:A98.4, MESH:D019142, NCI:C36171, SNOMEDCT_US_2023_03_01:123323003, UMLS_CUI:C0282687"
DOID:4327,,"A viral infectious disease that is a hemorrhagic fever, has_material_basis_in Marburg virus (Orthomarburgvirus marburgense), which is transmitted_by contact with the body fluids of an infected person. The infection has_symptom fever, has_symptom chills, has_symptom headache, has_symptom myalgia, has_symptom maculopapular rash on the trunk, has_symptom nausea, has_symptom vomiting, has_symptom chest pain, has_symptom sore throat, has_symptom abdominal pain, has_symptom diarrhea, and has_symptom bleeding.","{'val': 'Marburg disease', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Marburg virus disease', 'pred': 'EXACT', 'xrefs': []}","GARD:9444, ICD10CM:A98.3, MESH:D008379, NCI:C84883, SNOMEDCT_US_2023_03_01:123322008, UMLS_CUI:C0024788"
DOID:4329,,A non-Langerhans-cell histiocytosis that is characterized by the proliferation in the tissues of lipid-laden macrophages and the presence of multinucleated giant cells. It results in sclerosis of the long bones and failure of the affected organs.,,"GARD:6369, ICDO:9749/3, MESH:D031249, NCI:C53972, SNOMEDCT_US_2023_03_01:703711007, UMLS_CUI:C0878675"
DOID:4330,,A histiocytosis that is characterized by the accumulation of histiocytes that do not meet the phenotypic criteria for the diagnosis of Langerhans cells.,,"GARD:8231, MESH:D015616, SNOMEDCT_US_2023_03_01:127069007, UMLS_CUI:C0019624"
DOID:4331,,A mouth disease that is characterized by long-lasting burning sensations of the mouth.,"{'val': 'Orodynia', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Stomatopyrosis', 'pred': 'EXACT', 'xrefs': []}","GARD:5974, MESH:D002054, NCI:C62545, SNOMEDCT_US_2023_03_01:111349000, UMLS_CUI:C0006430"
DOID:4333,,A female reproductive system disease that is characterized by epithelium-lined fluid-filled cysts in the adnexa adjacent to the fallopian tube and ovary.,"{'val': 'Cyst, fimbrial', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Embryonic fimbrial cyst', 'pred': 'EXACT', 'xrefs': []}","ICD10CM:Q50.5, MESH:D010310, SNOMEDCT_US_2023_03_01:204831002, UMLS_CUI:C0030584"
DOID:4336,,"A tinea capitis that results_in fungal infection located_in scalp, located_in glabrous skin or located_in nail, has_material_basis_in Ascomycota fungi that belong to a group called dermatophytes and results_in_formation_of scutula, yellowish cup-shaped crusts of dense masses of mycelium and epithelial debris, which develop at the surface of a hair follicle with the shaft in the center of the raised lesion. Removal of these crusts reveals an oozing, moist, red base. Later, atrophy of the skin occurs leaving a cicatricial alopecia and scarring.","{'val': 'favus', 'pred': 'EXACT', 'xrefs': []}","ICD10CM:B35, MESH:D014007, NCI:C35072, SNOMEDCT_US_2023_03_01:85375000, UMLS_CUI:C0040254"
DOID:4337,,"A dermatophytosis that results_in contagious fungal infection located_in scalp, located_in hair of head, located_in eyebrow or located_in eyelash, has_material_basis_in Ascomycota fungi that belong to a group called dermatophytes and has_symptom itching of the scalp, has_symptom pus filled lesions on the scalp, and has_symptom patches of hair loss, sometimes with a 'black dot' pattern.","{'val': 'Dermatophytosis of scalp', 'pred': 'RELATED', 'xrefs': []}, {'val': 'dermatophytosis of scalp or beard', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Scalp ringworm', 'pred': 'EXACT', 'xrefs': []}, {'val': 'tinea capitis due to Trichophyton rubrum', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Trichophyton rubrum tinea capitis', 'pred': 'EXACT', 'xrefs': []}","ICD9CM:110.0, NCI:C34536, SNOMEDCT_US_2023_03_01:186985002, UMLS_CUI:C0011640"
DOID:4353,,An iris disease that is located_in the ciliary body.,,"NCI:C35775, SNOMEDCT_US_2023_03_01:68575007, UMLS_CUI:C0271100"
DOID:4362,,A female reproductive organ cancer that is located_in the cervix.,"{'val': 'cervical neoplasm', 'pred': 'EXACT', 'xrefs': []}, {'val': 'cervix cancer', 'pred': 'EXACT', 'xrefs': []}, {'val': 'cervix uteri cancer', 'pred': 'EXACT', 'xrefs': []}, {'val': 'neoplasm of uterine cervix', 'pred': 'EXACT', 'xrefs': []}, {'val': 'tumor of the Cervix Uteri', 'pred': 'EXACT', 'xrefs': []}, {'val': 'uterine cervical neoplasm', 'pred': 'EXACT', 'xrefs': []}","ICD10CM:C53, ICD9CM:180, MESH:D002583, MIM:603956, NCI:C2940, NCI:C9311, SNOMEDCT_US_2023_03_01:123841004, SNOMEDCT_US_2023_03_01:254885005, UMLS_CUI:C0007847, UMLS_CUI:C0007873"
DOID:4364,,A breast cancer that arises_from melanocytes.,"{'val': 'breast melanoma', 'pred': 'EXACT', 'xrefs': []}, {'val': 'malignant melanoma of breast', 'pred': 'EXACT', 'xrefs': []}","NCI:C8410, SNOMEDCT_US_2023_03_01:188050009, UMLS_CUI:C0346787"
DOID:4367,,"A steroid inherited metabolic disorder characterized by decreased conversion of biologically active cortisol to inactive cortisone resulting in low aldosterone levels, metabolic alkalosis, hypernatremia, hypokalemia and early-onset severe hypertension that has_material_basis_in homozygous or compound heterozygous mutation in the HSD11B2 gene on chromosome 16.","{'val': '11-beta-hydroxysteroid dehydrogenase deficiency type 2', 'pred': 'EXACT', 'xrefs': []}, {'val': 'cortisol 11-beta-ketoreductase deficiency', 'pred': 'EXACT', 'xrefs': []}, {'val': 'syndrome of apparent mineralocorticoid excess', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Ulick syndrome', 'pred': 'EXACT', 'xrefs': []}","GARD:433, MESH:D043204, MIM:218030, NCI:C123231, ORDO:320, SNOMEDCT_US_2023_03_01:237770005, UMLS_CUI:C0342488"
DOID:437,,"An autoimmune disease of the nervous system that has_material_basis_in antibodies to acetylcholine receptors at the neuromuscular junction, has_symptom ptosis, has_symptom diplopia, has_symptom dysphagia, has_symptom dysarthria, has_symptom muscle weakness and has_symptom shortness of breath.",,"GARD:7122, ICD10CM:G70.0, ICD10CM:G70.00, ICD9CM:358.0, ICD9CM:358.00, MESH:D009157, MIM:254200, NCI:C60989, SNOMEDCT_US_2023_03_01:155092009, UMLS_CUI:C0026896, UMLS_CUI:C1260409"
DOID:4371,,"A hypersensitivity reaction type IV disease that is characterized by chronic urticarial rash and monoclonal IgM gammopathy, has_symptom rash, intermittent fever, arthralgia, and lymphadenopathy.",,"GARD:12390, MESH:D019873, SNOMEDCT_US_2023_03_01:402415001, UMLS_CUI:C0524988"
DOID:4374,,"A lung disease that is characterized by inhalation of nitrogen oxides from exposure to silage gas in recently filled silos resulting in sudden death, pulmonary edema, and/or bronchiolitis obliterans.","{'val': 'silo filler disease', 'pred': 'EXACT', 'xrefs': []}, {'val': ""Silo-fillers' disease"", 'pred': 'EXACT', 'xrefs': []}","MESH:D012832, SNOMEDCT_US_2023_03_01:61233003, UMLS_CUI:C0037120"
DOID:4376,,"A food allergy that results in adverse immune reaction to one or more of the proteins in cow's milk and/or the milk of other animals, which are normally harmless to the non-allergic individual.","{'val': 'milk allergic reaction', 'pred': 'EXACT', 'xrefs': []}","MESH:D016269, UMLS_CUI:C0079840"
DOID:4377,,"A food allergy that is an allergy or hypersensitivity to dietary substances from the yolk or whites of eggs, causing an overreaction of the immune system which may lead to severe physical symptoms.","{'val': 'Allergy to eggs', 'pred': 'EXACT', 'xrefs': []}","MESH:D021181, NCI:C172313, SNOMEDCT_US_2023_03_01:91930004, UMLS_CUI:C0559469"
DOID:4378,,A legume allergy that is an allergy or hypersensitivity to dietary substances from peanuts causing an overreaction of the immune system which in a small percentage of people may lead to severe physical symptoms.,"{'val': 'allergy to peanuts', 'pred': 'EXACT', 'xrefs': []}, {'val': 'peanut allergic reaction', 'pred': 'EXACT', 'xrefs': []}","MESH:D021183, SNOMEDCT_US_2023_03_01:91935009, UMLS_CUI:C0559470"
DOID:4379,,"A food allergy that develops_from exposure to and particularly consumption of nuts, and has_symptom asthma, skin rashes, throat and eye irritation, and anaphylaxis.","{'val': 'allergy to nuts', 'pred': 'EXACT', 'xrefs': []}, {'val': 'nut allergic reaction', 'pred': 'EXACT', 'xrefs': []}","MESH:D021184, NCI:C175521, SNOMEDCT_US_2023_03_01:395654004, UMLS_CUI:C0577620"
DOID:438,,An autoimmune disease affecting the nervous system.,"{'val': 'autoimmune nervous system disorder', 'pred': 'RELATED', 'xrefs': []}","MESH:D020274, NCI:C99383, UMLS_CUI:C0751871"
DOID:4384,,An orbit rhabdomyosarcoma that is characterized by ill-defined aggregates of poorly differentiated malignant cells that are loosely arranged and separated into irregular ovoid spaces by thin fibrovascular septa in an alveolar pattern which is absent in the solid form.,"{'val': 'Alveolar Rhabdomyosarcoma of the orbit', 'pred': 'EXACT', 'xrefs': []}","NCI:C6247, UMLS_CUI:C1335126"
DOID:4385,,"A squamous cell carcinoma that has papillae, which are characterized either by narrow fibrovascular cores that superficially resemble papillary carcinoma of the urinary tract or by broad cores that contain edematous fibrous stroma with prominent capillaries and stromal inflammation.","{'val': 'papillary epidermoid carcinoma', 'pred': 'EXACT', 'xrefs': []}","NCI:C4102, SNOMEDCT_US_2023_03_01:39056008, UMLS_CUI:C0334244"
DOID:439,,A neuromuscular disease that is characterized by the disfunction of conduction through the neuromuscular junction.,,"MESH:D020511, SNOMEDCT_US_2023_03_01:128213006, UMLS_CUI:C0751950"
DOID:440,,A neuropathy that affect the nerves that control the voluntary muscles.,,"ICD10CM:G70.9, ICD9CM:358, MESH:D009468, NCI:C189005, SNOMEDCT_US_2023_03_01:1664005, UMLS_CUI:C0027868"
DOID:4407,,"An irritant dermatitis that is caused or precipitated by exposure to ultraviolet sunlight, or by mediating phototoxic or photoallergic material in response to ultraviolet sunlight.","{'val': 'Photosensitisation reaction', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Photosensitive Dermatitis', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Photosensitiveness', 'pred': 'EXACT', 'xrefs': []}","MESH:D017484, NCI:C4816, SNOMEDCT_US_2023_03_01:53597009, UMLS_CUI:C0162830"
DOID:4411,,"A viral hepatitis that results_in inflammation located_in liver, has_material_basis_in Hepatitis E virus (Paslahepevirus balayani), which is transmitted_by ingestion of contaminated food. The infection has_symptom fever, has_symptom fatigue, has_symptom loss of appetite, has_symptom nausea, has_symptom vomiting, has_symptom abdominal pain, has_symptom clay-colored bowel movements, has_symptom dark urine, has_symptom joint pain, and has_symptom jaundice.",,"GARD:9541, MESH:D016751, SNOMEDCT_US_2023_03_01:7111000119109, UMLS_CUI:C0085293"
DOID:4413,,A cervical cancer that has_material_basis_in abnormally proliferating cells derives_from melanocytes.,,"NCI:C40239, UMLS_CUI:C0877611"
DOID:4423,,A sphingolipidosis characterized by dysfunctional metabolism of sphingolipids.,"{'val': 'Sea-blue histiocyte syndrome', 'pred': 'EXACT', 'xrefs': []}","MESH:D012618, MIM:269600, NCI:C85062, SNOMEDCT_US_2023_03_01:37821003, UMLS_CUI:C0036489"
DOID:4424,,"A non-Langerhans-cell histiocytosis is characterized as a benign skin lump or bump caused by a collection of cells called histiocytes. These may be red, orange or tan at first, but over time may become more yellow in color. These bumps usually appear on the head, neck and trunk.","{'val': 'Multiple eruptive juvenile xanthogranuloma', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Naevoxanthoendothelioma', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Xanthoma neviforme', 'pred': 'EXACT', 'xrefs': []}","ICDO:9749/1, MESH:D014972, NCI:C3451, SNOMEDCT_US_2023_03_01:71709009, UMLS_CUI:C0043324"
DOID:4428,,A reading disorder resulting from a developmental reading disability involving the inability to process graphic symbols resulting in impairment of reading ability.,,"ICD10CM:F81.0, MESH:D004410, MIM:300509, MIM:600202, MIM:604254, MIM:606616, MIM:606896, MIM:608995, NCI:C96410, SNOMEDCT_US_2023_03_01:154954003, UMLS_CUI:C0476254"
DOID:4439,,"A central nervous system cancer that is characterized by tumors near the pineal gland, the pituitary gland and the tissue just above it, develops from mismigrational pluripotent embryonic cells that remain in the brain after birth, has_material_basis_in abnormally proliferating cells derives_from germ cells.","{'val': 'central nervous system germ cell tumour', 'pred': 'EXACT', 'xrefs': []}, {'val': 'germ cell tumor of the CNS', 'pred': 'EXACT', 'xrefs': []}, {'val': 'germ cell tumour of the CNS', 'pred': 'EXACT', 'xrefs': []}","NCI:C5461, UMLS_CUI:C1332880"
DOID:4440,,A germinoma that has_material_basis_in cells that make sperm and eggs.,"{'val': 'Seminoma, Pure', 'pred': 'EXACT', 'xrefs': []}","ICDO:9061/3, MESH:D018239, NCI:C9309, SNOMEDCT_US_2023_03_01:443675005, UMLS_CUI:C0036631"
DOID:4441,,A germ cell cancer that derives_from cells that give rise to egg cells.,,"ICDO:9060/3, MESH:D004407, SNOMEDCT_US_2023_03_01:60718004, UMLS_CUI:C0013377"
DOID:4442,,An alveolar soft part sarcoma and cervical soft tissue tumor and malignant neoplasm of cervix uteri that is located_in the cervix.,,"NCI:C40225, UMLS_CUI:C1516408"
DOID:4448,,A retinal degeneration characterized by gradual deterioration of light-sensing cells in the tissues at the back of the eye and has_symptom vision loss.,"{'val': 'Macular degeneration of retina', 'pred': 'EXACT', 'xrefs': []}","MESH:D008268, NCI:C123330, ORDO:279, SNOMEDCT_US_2023_03_01:302891003, UMLS_CUI:C0024437"
DOID:4450,,A renal carcinoma that has_material_basis_in the lining of the proximal convoluted renal tubule of the kidney.,"{'val': 'adenocarcinoma of kidney', 'pred': 'EXACT', 'xrefs': []}, {'val': 'hypernephroma', 'pred': 'EXACT', 'xrefs': []}, {'val': 'RCC', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}","EFO:0000681, GARD:13215, ICDO:8312/3, MESH:D002292, MIM:300854, NCI:C9385, ORDO:217071, SNOMEDCT_US_2023_03_01:254915003, UMLS_CUI:C0007134"
DOID:4451,,A kidney cancer that derives_from the lining of the proximal convoluted tubule (the very small tubes in the kidney that filter the blood and remove waste products).,"{'val': 'carcinoma of kidney', 'pred': 'EXACT', 'xrefs': []}, {'val': 'kidney carcinoma', 'pred': 'EXACT', 'xrefs': []}","NCI:C9384, SNOMEDCT_US_2023_03_01:254915003, UMLS_CUI:C1378703"
DOID:446,,An adrenal gland hyperfunction disease that results in the overproduction of aldosterone by the adrenal glands.,"{'val': 'Cushing syndrome', 'pred': 'EXACT', 'xrefs': []}, {'val': ""Cushing's syndrome"", 'pred': 'EXACT', 'xrefs': []}, {'val': 'hyperaldosteronism', 'pred': 'EXACT', 'xrefs': []}","ICD10CM:E24, ICD10CM:E26, ICD9CM:255.0, ICD9CM:255.1, MESH:D003480, MESH:D006929, MIM:605635, MIM:613677, NCI:C113213, NCI:C2969, ORDO:235936, SNOMEDCT_US_2023_03_01:154705004, SNOMEDCT_US_2023_03_01:88213004, UMLS_CUI:C0010481, UMLS_CUI:C0020428"
DOID:4464,,A renal cell carcinoma that begins in distal collecting ducts of the kidney with a tubulopapillary morphology and intracytoplasmic mucicarminophilic material.,"{'val': 'carcinoma of renal Collecting duct', 'pred': 'EXACT', 'xrefs': []}, {'val': 'renal carcinoma, collecting duct type', 'pred': 'EXACT', 'xrefs': []}, {'val': 'renal Medullary carcinoma', 'pred': 'EXACT', 'xrefs': []}","GARD:9573, ICDO:8319/3, MESH:D002292, NCI:C6194, SNOMEDCT_US_2023_03_01:733470002, UMLS_CUI:C1266044"
DOID:4465,,"A renal cell carcinoma that is characterized by the development of multiple, bilateral papillary renal tumors.","{'val': 'Chromophil carcinoma of kidney', 'pred': 'EXACT', 'xrefs': []}, {'val': 'papillary kidney carcinoma', 'pred': 'EXACT', 'xrefs': []}, {'val': 'sporadic papillary renal cell carcinoma', 'pred': 'EXACT', 'xrefs': []}","GARD:9572, MESH:C538614, MESH:D002292, MIM:605074, NCI:C27890, NCI:C6975, SNOMEDCT_US_2023_03_01:4797003, UMLS_CUI:C1306837, UMLS_CUI:C1336078"
DOID:4467,,A renal cell carcinoma that has_material_basis_in cells that appear very pale or clear when examined under microscope.,"{'val': 'Clear cell carcinoma of kidney', 'pred': 'EXACT', 'xrefs': []}, {'val': 'clear cell kidney carcinoma', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Clear-cell metastatic renal cell carcinoma', 'pred': 'RELATED', 'xrefs': ['MESH:C538445']}, {'val': 'conventional (Clear cell) renal cell carcinoma', 'pred': 'EXACT', 'xrefs': []}, {'val': 'conventional renal cell carcinoma', 'pred': 'EXACT', 'xrefs': []}, {'val': 'renal clear cell carcinoma', 'pred': 'EXACT', 'xrefs': []}","GARD:9574, MESH:D002292, NCI:C4033, SNOMEDCT_US_2023_03_01:254915003, UMLS_CUI:C0279702"
DOID:4468,,An adenocarcinoma that derives_from epithelial cells which have clear cytoplasm.,"{'val': 'malignant Mesonephroma', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Mesonephroid Clear cell carcinoma', 'pred': 'EXACT', 'xrefs': []}, {'val': 'mesonephroma', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Mesonephroma, malignant', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Water-clear cell adenocarcinoma', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Water-clear cell carcinoma', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Wolffian duct neoplasm', 'pred': 'EXACT', 'xrefs': []}","ICDO:8310/3, MESH:D008649, MESH:D018262, NCI:C36815, NCI:C4072, NCI:C4156, SNOMEDCT_US_2023_03_01:2221008, SNOMEDCT_US_2023_03_01:30546008, SNOMEDCT_US_2023_03_01:80727009, UMLS_CUI:C0025490, UMLS_CUI:C0206681, UMLS_CUI:C0334322"
DOID:4471,,"A renal cell carcinoma that has_material_basis_in chromophobe cell that appear pale when viewed under microscope, but that are larger and display different features than clear cells.","{'val': 'chromophobe adenocarcinoma', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Chromophobe carcinoma of kidney', 'pred': 'EXACT', 'xrefs': []}, {'val': 'kidney chromophobe', 'pred': 'EXACT', 'xrefs': []}, {'val': 'renal cell carcinoma, chromophobe cell', 'pred': 'EXACT', 'xrefs': []}","GARD:6064, MESH:D002292, NCI:C4146, SNOMEDCT_US_2023_03_01:128667008, UMLS_CUI:C1266042"
DOID:4480,,"An osteochondrodysplasia that is characterized by short stature caused by rhizomelic shortening of the limbs, characteristic facies with frontal bossing and midface hypoplasia, exaggerated lumbar lordosis, limitation of elbow extension, genu varum, and trident hand and that has_material_basis_in heterozygous mutation in the fibroblast growth factor receptor-3 gene (FGFR3) on chromosome 4p16.3. Achondroplasia results in dwarfism due to the abnormal ossification of cartilage in the long bone.","{'val': 'Achondroplastic physique', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Chondrodystrophia', 'pred': 'EXACT', 'xrefs': []}, {'val': 'osteosclerosis congenita', 'pred': 'EXACT', 'xrefs': []}","GARD:8173, ICD10CM:Q77.4, MESH:D000130, MIM:100800, NCI:C34345, SNOMEDCT_US_2023_03_01:268273004, UMLS_CUI:C0001080"
DOID:4481,,"A rhinitis that is an allergic inflammation and irritation of the nasal airways involving sneezing, runny nose, nasal congestion, itching and tearing of the eyes caused by exposure to an allergen such as pollen, dust, mold, animal dander and droppings of cockroaches or house dust mites.","{'val': 'atopic rhinitis', 'pred': 'EXACT', 'xrefs': []}, {'val': 'hay fever', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Non-seasonal allergic rhinitis', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Perenial allergic rhinitis', 'pred': 'EXACT', 'xrefs': []}, {'val': 'pollenosis', 'pred': 'EXACT', 'xrefs': []}, {'val': 'seasonal allergic rhinitis', 'pred': 'EXACT', 'xrefs': []}","EFO:0003956, MIM:607154, NCI:C34987, SNOMEDCT_US_2023_03_01:38103000, UMLS_CUI:C0002103"
DOID:4483,,"A upper respiratory infectious disease which involves irritation and inflammation of the mucous membrane of the nose due to viruses, bacteria or irritants. The inflammation results in generation of excessive amounts of mucus leading to runny nose, as well as nasal congestion and post-nasal drip.",,"MESH:D012220, NCI:C34986, SNOMEDCT_US_2023_03_01:70076002, UMLS_CUI:C0035455"
DOID:4490,,A peritoneum cancer that is characterized by the presence of prominent hemangiopericytoma-like vessels and that arises from the peritoneum.,"{'val': 'malignant peritoneal solitary fibrous tumour', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Pleural and peritoneal Solitary fibrous tumor', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Pleural and peritoneal Solitary fibrous tumour', 'pred': 'EXACT', 'xrefs': []}",
DOID:4491,,A syndrome affecting returning military veterans and civilian workers of the Gulf War.,"{'val': 'Gulf war syndrome', 'pred': 'EXACT', 'xrefs': []}","MESH:D018923, SNOMEDCT_US_2023_03_01:95877004, UMLS_CUI:C0282550"
